x,y,gamma
-0.393381,-0.0820179,-0.140358
-0.389659,-0.0787169,-0.0798009
-0.392532,-0.0658236,-0.0608487
-0.383649,-0.102398,-0.050604
-0.389697,-0.0585358,-0.0438969
-0.395949,-0.10936,-0.0390385
-0.357908,-0.0637256,-0.0352904
-0.418957,-0.0503597,-0.0322714
-0.405355,-0.121847,-0.0297617
-0.33948,-0.0948789,-0.0276248
-0.368821,-0.0255135,-0.0257704
-0.438686,-0.0399205,-0.0241363
-0.450423,-0.114793,-0.0226779
-0.396285,-0.156183,-0.0213623
-0.331086,-0.138297,-0.0201647
-0.301423,-0.0773678,-0.0190658
-0.317943,-0.0146793,-0.0180505
-0.362537,0.0225725,-0.0171067
-0.416874,0.030349,-0.0162247
-0.466895,0.011065,-0.0153962
-0.503632,-0.0273835,-0.0146148
-0.522891,-0.0762553,-0.0138746
-0.525182,-0.126393,-0.0131711
-0.514971,-0.172078,-0.0125
-0.496943,-0.211128,-0.0118581
-0.474844,-0.243491,-0.0112421
-0.451083,-0.270129,-0.0106495
-0.426993,-0.292185,-0.0100781
-0.403241,-0.310659,-0.00952561
-0.380117,-0.32634,-0.00899039
-0.357714,-0.339822,-0.00847076
-0.336025,-0.351544,-0.00796528
-0.315001,-0.36183,-0.00747265
-0.294576,-0.370921,-0.00699167
-0.274681,-0.379,-0.00652126
-0.255252,-0.386205,-0.00606044
-0.236228,-0.392642,-0.00560829
-0.217558,-0.398397,-0.00516398
-0.199195,-0.403534,-0.00472672
-0.181099,-0.408107,-0.00429579
-0.163234,-0.412161,-0.0038705
-0.145567,-0.415728,-0.00345022
-0.128071,-0.418839,-0.00303433
-0.11072,-0.421517,-0.00262225
-0.0934897,-0.42378,-0.00221343
-0.0763599,-0.425645,-0.00180733
-0.0593101,-0.427122,-0.00140344
-0.0423214,-0.428223,-0.00100125
-0.0253758,-0.428953,-0.00060027
-0.00845575,-0.429317,-0.00020001
0.00845575,-0.429317,0.00020001
0.0253758,-0.428953,0.00060027
0.0423214,-0.428223,0.00100125
0.0593101,-0.427122,0.00140344
0.0763599,-0.425645,0.00180733
0.0934897,-0.42378,0.00221343
0.11072,-0.421517,0.00262225
0.128071,-0.418839,0.00303433
0.145567,-0.415728,0.00345022
0.163234,-0.412161,0.0038705
0.181099,-0.408107,0.00429579
0.199195,-0.403534,0.00472672
0.217558,-0.398397,0.00516398
0.236228,-0.392642,0.00560829
0.255252,-0.386205,0.00606044
0.274681,-0.379,0.00652126
0.294576,-0.370921,0.00699167
0.315001,-0.36183,0.00747265
0.336025,-0.351544,0.00796528
0.357714,-0.339822,0.00847076
0.380117,-0.32634,0.00899039
0.403241,-0.310659,0.00952561
0.426993,-0.292185,0.0100781
0.451083,-0.270129,0.0106495
0.474844,-0.243491,0.0112421
0.496943,-0.211128,0.0118581
0.514971,-0.172078,0.0125
0.525182,-0.126393,0.0131711
0.522891,-0.0762553,0.0138746
0.503632,-0.0273835,0.0146148
0.466895,0.011065,0.0153962
0.416874,0.030349,0.0162247
0.362537,0.0225725,0.0171067
0.317943,-0.0146793,0.0180505
0.301423,-0.0773678,0.0190658
0.331086,-0.138297,0.0201647
0.396285,-0.156183,0.0213623
0.450423,-0.114793,0.0226779
0.438686,-0.0399205,0.0241363
0.368821,-0.0255135,0.0257704
0.33948,-0.0948789,0.0276248
0.405355,-0.121847,0.0297617
0.418957,-0.0503597,0.0322714
0.357908,-0.0637256,0.0352904
0.395949,-0.10936,0.0390385
0.389697,-0.0585358,0.0438969
0.383649,-0.102398,0.050604
0.392532,-0.0658236,0.0608487
0.389659,-0.0787169,0.0798009
0.393381,-0.0820179,0.140358
