x,y,gamma
-0.384406,-0.152558,-0.140358
-0.389639,-0.158356,-0.0798009
-0.379122,-0.161553,-0.0608487
-0.387888,-0.106341,-0.050604
-0.370334,-0.147936,-0.0438969
-0.360365,-0.139004,-0.0390385
-0.388683,-0.123716,-0.0352904
-0.378987,-0.0981825,-0.0322714
-0.424528,-0.162638,-0.0297617
-0.340349,-0.182175,-0.0276248
-0.379929,-0.0925795,-0.0257704
-0.436084,-0.169885,-0.0241363
-0.353526,-0.206774,-0.0226779
-0.313083,-0.110787,-0.0213623
-0.391624,-0.0649093,-0.0201647
-0.471394,-0.127199,-0.0190658
-0.448725,-0.21562,-0.0180505
-0.373871,-0.249204,-0.0171067
-0.300028,-0.217603,-0.0162247
-0.265966,-0.13759,-0.0153962
-0.28757,-0.0595937,-0.0146148
-0.341818,-0.0120439,-0.0138746
-0.406157,0.000715731,-0.0131711
-0.467952,-0.0163983,-0.0125
-0.517351,-0.0576309,-0.0118581
-0.54797,-0.113347,-0.0112421
-0.559232,-0.173965,-0.0106495
-0.554118,-0.231989,-0.0100781
-0.537754,-0.283397,-0.00952561
-0.514657,-0.327227,-0.00899039
-0.488046,-0.363982,-0.00847076
-0.459956,-0.394739,-0.00796528
-0.431528,-0.420628,-0.00747265
-0.403348,-0.442615,-0.00699167
-0.375683,-0.461466,-0.00652126
-0.348628,-0.477763,-0.00606044
-0.322189,-0.491949,-0.00560829
-0.296327,-0.504357,-0.00516398
-0.270987,-0.515239,-0.00472672
-0.246106,-0.524786,-0.00429579
-0.221624,-0.533147,-0.0038705
-0.197485,-0.540438,-0.00345022
-0.173637,-0.546746,-0.00303433
-0.150032,-0.552142,-0.00262225
-0.126631,-0.556682,-0.00221343
-0.103394,-0.560407,-0.00180733
-0.080287,-0.563352,-0.00140344
-0.0572791,-0.56554,-0.00100125
-0.0343402,-0.566989,-0.00060027
-0.0114422,-0.567711,-0.00020001
0.0114422,-0.567711,0.00020001
0.0343402,-0.566989,0.00060027
0.0572791,-0.56554,0.00100125
0.080287,-0.563352,0.00140344
0.103394,-0.560407,0.00180733
0.126631,-0.556682,0.00221343
0.150032,-0.552142,0.00262225
0.173637,-0.546746,0.00303433
0.197485,-0.540438,0.00345022
0.221624,-0.533147,0.0038705
0.246106,-0.524786,0.00429579
0.270987,-0.515239,0.00472672
0.296327,-0.504357,0.00516398
0.322189,-0.491949,0.00560829
0.348628,-0.477763,0.00606044
0.375683,-0.461466,0.00652126
0.403348,-0.442615,0.00699167
0.431528,-0.420628,0.00747265
0.459956,-0.394739,0.00796528
0.488046,-0.363982,0.00847076
0.514657,-0.327227,0.00899039
0.537754,-0.283397,0.00952561
0.554118,-0.231989,0.0100781
0.559232,-0.173965,0.0106495
0.54797,-0.113347,0.0112421
0.517351,-0.0576309,0.0118581
0.467952,-0.0163983,0.0125
0.406157,0.000715731,0.0131711
0.341818,-0.0120439,0.0138746
0.28757,-0.0595937,0.0146148
0.265966,-0.13759,0.0153962
0.300028,-0.217603,0.0162247
0.373871,-0.249204,0.0171067
0.448725,-0.21562,0.0180505
0.471394,-0.127199,0.0190658
0.391624,-0.0649093,0.0201647
0.313083,-0.110787,0.0213623
0.353526,-0.206774,0.0226779
0.436084,-0.169885,0.0241363
0.379929,-0.0925795,0.0257704
0.340349,-0.182175,0.0276248
0.424528,-0.162638,0.0297617
0.378987,-0.0981825,0.0322714
0.388683,-0.123716,0.0352904
0.360365,-0.139004,0.0390385
0.370334,-0.147936,0.0438969
0.387888,-0.106341,0.050604
0.379122,-0.161553,0.0608487
0.389639,-0.158356,0.0798009
0.384406,-0.152558,0.140358
