x,y,gamma
-0.381555,-0.109591,-0.140358
-0.386041,-0.106012,-0.0798009
-0.38724,-0.120229,-0.0608487
-0.388111,-0.15287,-0.050604
-0.379963,-0.12791,-0.0438969
-0.402185,-0.141192,-0.0390385
-0.364236,-0.128484,-0.0352904
-0.424163,-0.150423,-0.0322714
-0.341646,-0.145087,-0.0297617
-0.380625,-0.0724638,-0.0276248
-0.433894,-0.147077,-0.0257704
-0.347924,-0.174662,-0.0241363
-0.322923,-0.0894667,-0.0226779
-0.399942,-0.0487653,-0.0213623
-0.465691,-0.114003,-0.0201647
-0.439608,-0.194983,-0.0190658
-0.362459,-0.219556,-0.0180505
-0.299043,-0.179241,-0.0171067
-0.277291,-0.103656,-0.0162247
-0.303851,-0.0341807,-0.0153962
-0.35891,0.00473934,-0.0146148
-0.42081,0.00999645,-0.0138746
-0.477467,-0.0128538,-0.0131711
-0.519659,-0.0569241,-0.0125
-0.542856,-0.111926,-0.0118581
-0.548089,-0.169046,-0.0112421
-0.539113,-0.222119,-0.0106495
-0.520859,-0.268291,-0.0100781
-0.497363,-0.307205,-0.00952561
-0.471373,-0.339636,-0.00899039
-0.444533,-0.36672,-0.00847076
-0.417719,-0.389531,-0.00796528
-0.391353,-0.408949,-0.00747265
-0.365603,-0.425653,-0.00699167
-0.340512,-0.440153,-0.00652126
-0.316054,-0.452832,-0.00606044
-0.292177,-0.463979,-0.00560829
-0.26882,-0.473811,-0.00516398
-0.245917,-0.482494,-0.00472672
-0.22341,-0.490158,-0.00429579
-0.201244,-0.496902,-0.0038705
-0.179368,-0.502804,-0.00345022
-0.157741,-0.507928,-0.00303433
-0.136321,-0.512323,-0.00262225
-0.115074,-0.516027,-0.00221343
-0.093968,-0.519072,-0.00180733
-0.072974,-0.521481,-0.00140344
-0.052065,-0.523273,-0.00100125
-0.0312155,-0.524461,-0.00060027
-0.0104013,-0.525053,-0.00020001
0.0104013,-0.525053,0.00020001
0.0312155,-0.524461,0.00060027
0.052065,-0.523273,0.00100125
0.072974,-0.521481,0.00140344
0.093968,-0.519072,0.00180733
0.115074,-0.516027,0.00221343
0.136321,-0.512323,0.00262225
0.157741,-0.507928,0.00303433
0.179368,-0.502804,0.00345022
0.201244,-0.496902,0.0038705
0.22341,-0.490158,0.00429579
0.245917,-0.482494,0.00472672
0.26882,-0.473811,0.00516398
0.292177,-0.463979,0.00560829
0.316054,-0.452832,0.00606044
0.340512,-0.440153,0.00652126
0.365603,-0.425653,0.00699167
0.391353,-0.408949,0.00747265
0.417719,-0.389531,0.00796528
0.444533,-0.36672,0.00847076
0.471373,-0.339636,0.00899039
0.497363,-0.307205,0.00952561
0.520859,-0.268291,0.0100781
0.539113,-0.222119,0.0106495
0.548089,-0.169046,0.0112421
0.542856,-0.111926,0.0118581
0.519659,-0.0569241,0.0125
0.477467,-0.0128538,0.0131711
0.42081,0.00999645,0.0138746
0.35891,0.00473934,0.0146148
0.303851,-0.0341807,0.0153962
0.277291,-0.103656,0.0162247
0.299043,-0.179241,0.0171067
0.362459,-0.219556,0.0180505
0.439608,-0.194983,0.0190658
0.465691,-0.114003,0.0201647
0.399942,-0.0487653,0.0213623
0.322923,-0.0894667,0.0226779
0.347924,-0.174662,0.0241363
0.433894,-0.147077,0.0257704
0.380625,-0.0724638,0.0276248
0.341646,-0.145087,0.0297617
0.424163,-0.150423,0.0322714
0.364236,-0.128484,0.0352904
0.402185,-0.141192,0.0390385
0.379963,-0.12791,0.0438969
0.388111,-0.15287,0.050604
0.38724,-0.120229,0.0608487
0.386041,-0.106012,0.0798009
0.381555,-0.109591,0.140358
