x,y,gamma
-0.379078,-0.299403,-0.140358
-0.38462,-0.293958,-0.0798009
-0.346188,-0.285508,-0.0608487
-0.342585,-0.293037,-0.050604
-0.403887,-0.304832,-0.0438969
-0.359851,-0.306267,-0.0390385
-0.41469,-0.26783,-0.0352904
-0.405011,-0.328157,-0.0322714
-0.347471,-0.291025,-0.0297617
-0.357867,-0.217046,-0.0276248
-0.416287,-0.220228,-0.0257704
-0.349412,-0.310276,-0.0241363
-0.40367,-0.294851,-0.0226779
-0.455197,-0.289187,-0.0213623
-0.359721,-0.372306,-0.0201647
-0.346345,-0.221507,-0.0190658
-0.478824,-0.292946,-0.0180505
-0.380112,-0.389456,-0.0171067
-0.278349,-0.338284,-0.0162247
-0.321615,-0.185747,-0.0153962
-0.44483,-0.18495,-0.0146148
-0.509339,-0.303267,-0.0138746
-0.445885,-0.425046,-0.0131711
-0.339839,-0.443374,-0.0125
-0.254742,-0.391832,-0.0118581
-0.212083,-0.282431,-0.0112421
-0.241838,-0.171734,-0.0106495
-0.308478,-0.104173,-0.0100781
-0.388537,-0.0784215,-0.00952561
-0.468532,-0.0894672,-0.00899039
-0.538059,-0.130818,-0.00847076
-0.589449,-0.194515,-0.00796528
-0.618585,-0.270885,-0.00747265
-0.625758,-0.350754,-0.00699167
-0.613941,-0.426865,-0.00652126
-0.5883,-0.494528,-0.00606044
-0.554058,-0.552435,-0.00560829
-0.514982,-0.601143,-0.00516398
-0.473493,-0.641849,-0.00472672
-0.431033,-0.675843,-0.00429579
-0.388396,-0.70427,-0.0038705
-0.345981,-0.728059,-0.00345022
-0.303961,-0.74793,-0.00303433
-0.262388,-0.764433,-0.00262225
-0.221246,-0.777982,-0.00221343
-0.180487,-0.788886,-0.00180733
-0.140047,-0.797373,-0.00140344
-0.0998561,-0.803608,-0.00100125
-0.0598429,-0.807705,-0.00060027
-0.0199359,-0.809737,-0.00020001
0.0199359,-0.809737,0.00020001
0.0598429,-0.807705,0.00060027
0.0998561,-0.803608,0.00100125
0.140047,-0.797373,0.00140344
0.180487,-0.788886,0.00180733
0.221246,-0.777982,0.00221343
0.262388,-0.764433,0.00262225
0.303961,-0.74793,0.00303433
0.345981,-0.728059,0.00345022
0.388396,-0.70427,0.0038705
0.431033,-0.675843,0.00429579
0.473493,-0.641849,0.00472672
0.514982,-0.601143,0.00516398
0.554058,-0.552435,0.00560829
0.5883,-0.494528,0.00606044
0.613941,-0.426865,0.00652126
0.625758,-0.350754,0.00699167
0.618585,-0.270885,0.00747265
0.589449,-0.194515,0.00796528
0.538059,-0.130818,0.00847076
0.468532,-0.0894672,0.00899039
0.388537,-0.0784215,0.00952561
0.308478,-0.104173,0.0100781
0.241838,-0.171734,0.0106495
0.212083,-0.282431,0.0112421
0.254742,-0.391832,0.0118581
0.339839,-0.443374,0.0125
0.445885,-0.425046,0.0131711
0.509339,-0.303267,0.0138746
0.44483,-0.18495,0.0146148
0.321615,-0.185747,0.0153962
0.278349,-0.338284,0.0162247
0.380112,-0.389456,0.0171067
0.478824,-0.292946,0.0180505
0.346345,-0.221507,0.0190658
0.359721,-0.372306,0.0201647
0.455197,-0.289187,0.0213623
0.40367,-0.294851,0.0226779
0.349412,-0.310276,0.0241363
0.416287,-0.220228,0.0257704
0.357867,-0.217046,0.0276248
0.347471,-0.291025,0.0297617
0.405011,-0.328157,0.0322714
0.41469,-0.26783,0.0352904
0.359851,-0.306267,0.0390385
0.403887,-0.304832,0.0438969
0.342585,-0.293037,0.050604
0.346188,-0.285508,0.0608487
0.38462,-0.293958,0.0798009
0.379078,-0.299403,0.140358
