x,y,gamma
-0.438319,0.0182613,-0.140358
-0.440612,0.0248996,-0.0798009
-0.441646,0.0317309,-0.0608487
-0.447864,0.037915,-0.050604
-0.459954,0.0387165,-0.0438969
-0.472245,0.0297855,-0.0390385
-0.477748,0.0132452,-0.0352904
-0.474596,-0.00515324,-0.0322714
-0.465021,-0.0214303,-0.0297617
-0.45197,-0.0343004,-0.0276248
-0.43758,-0.0440112,-0.0257704
-0.42302,-0.0512997,-0.0241363
-0.408794,-0.0568689,-0.0226779
-0.395056,-0.0612403,-0.0213623
-0.38181,-0.0647668,-0.0201647
-0.369005,-0.0676805,-0.0190658
-0.356577,-0.0701354,-0.0180505
-0.344467,-0.0722357,-0.0171067
-0.332623,-0.0740542,-0.0162247
-0.321001,-0.0756435,-0.0153962
-0.309567,-0.0770428,-0.0146148
-0.298292,-0.0782822,-0.0138746
-0.287152,-0.0793854,-0.0131711
-0.276129,-0.0803712,-0.0125
-0.265206,-0.0812551,-0.0118581
-0.25437,-0.0820498,-0.0112421
-0.24361,-0.0827662,-0.0106495
-0.232917,-0.0834131,-0.0100781
-0.222282,-0.0839983,-0.00952561
-0.211698,-0.0845282,-0.00899039
-0.201159,-0.0850086,-0.00847076
-0.190661,-0.0854443,-0.00796528
-0.180198,-0.0858394,-0.00747265
-0.169766,-0.0861977,-0.00699167
-0.159363,-0.0865223,-0.00652126
-0.148984,-0.0868161,-0.00606044
-0.138628,-0.0870815,-0.00560829
-0.128291,-0.0873205,-0.00516398
-0.117971,-0.0875351,-0.00472672
-0.107666,-0.0877269,-0.00429579
-0.0973753,-0.0878972,-0.0038705
-0.087096,-0.0880474,-0.00345022
-0.0768268,-0.0881785,-0.00303433
-0.0665664,-0.0882913,-0.00262225
-0.0563133,-0.0883866,-0.00221343
-0.0460664,-0.0884651,-0.00180733
-0.0358244,-0.0885273,-0.00140344
-0.0255862,-0.0885736,-0.00100125
-0.0153507,-0.0886044,-0.00060027
-0.00511671,-0.0886197,-0.00020001
0.00511671,-0.0886197,0.00020001
0.0153507,-0.0886044,0.00060027
0.0255862,-0.0885736,0.00100125
0.0358244,-0.0885273,0.00140344
0.0460664,-0.0884651,0.00180733
0.0563133,-0.0883866,0.00221343
0.0665664,-0.0882913,0.00262225
0.0768268,-0.0881785,0.00303433
0.087096,-0.0880474,0.00345022
0.0973753,-0.0878972,0.0038705
0.107666,-0.0877269,0.00429579
0.117971,-0.0875351,0.00472672
0.128291,-0.0873205,0.00516398
0.138628,-0.0870815,0.00560829
0.148984,-0.0868161,0.00606044
0.159363,-0.0865223,0.00652126
0.169766,-0.0861977,0.00699167
0.180198,-0.0858394,0.00747265
0.190661,-0.0854443,0.00796528
0.201159,-0.0850086,0.00847076
0.211698,-0.0845282,0.00899039
0.222282,-0.0839983,0.00952561
0.232917,-0.0834131,0.0100781
0.24361,-0.0827662,0.0106495
0.25437,-0.0820498,0.0112421
0.265206,-0.0812551,0.0118581
0.276129,-0.0803712,0.0125
0.287152,-0.0793854,0.0131711
0.298292,-0.0782822,0.0138746
0.309567,-0.0770428,0.0146148
0.321001,-0.0756435,0.0153962
0.332623,-0.0740542,0.0162247
0.344467,-0.0722357,0.0171067
0.356577,-0.0701354,0.0180505
0.369005,-0.0676805,0.0190658
0.38181,-0.0647668,0.0201647
0.395056,-0.0612403,0.0213623
0.408794,-0.0568689,0.0226779
0.42302,-0.0512997,0.0241363
0.43758,-0.0440112,0.0257704
0.45197,-0.0343004,0.0276248
0.465021,-0.0214303,0.0297617
0.474596,-0.00515324,0.0322714
0.477748,0.0132452,0.0352904
0.472245,0.0297855,0.0390385
0.459954,0.0387165,0.0438969
0.447864,0.037915,0.050604
0.441646,0.0317309,0.0608487
0.440612,0.0248996,0.0798009
0.438319,0.0182613,0.140358
