x,y,gamma
-0.499937,0,-0.0158099
-0.499812,0,-0.00912614
-0.499688,0,-0.00706775
-0.499563,0,-0.00597222
-0.499437,0,-0.00526601
-0.499312,0,-0.0047624
-0.499188,0,-0.00437994
-0.499063,0,-0.00407674
-0.498937,0,-0.00382871
-0.498812,0,-0.00362092
-0.498688,0,-0.00344353
-0.498563,0,-0.00328979
-0.498437,0,-0.00315486
-0.498312,0,-0.0030352
-0.498188,0,-0.00292811
-0.498063,0,-0.00283155
-0.497937,0,-0.00274389
-0.497812,0,-0.00266383
-0.497688,0,-0.00259035
-0.497563,0,-0.00252258
-0.497437,0,-0.00245982
-0.497312,0,-0.00240148
-0.497188,0,-0.00234707
-0.497063,0,-0.00229615
-0.496937,0,-0.00224838
-0.496812,0,-0.00220344
-0.496688,0,-0.00216105
-0.496563,0,-0.002121
-0.496437,0,-0.00208306
-0.496312,0,-0.00204706
-0.496188,0,-0.00201285
-0.496063,0,-0.00198026
-0.495937,0,-0.00194919
-0.495812,0,-0.00191951
-0.495688,0,-0.00189113
-0.495563,0,-0.00186395
-0.495437,0,-0.00183789
-0.495312,0,-0.00181288
-0.495188,0,-0.00178884
-0.495063,0,-0.00176572
-0.494937,0,-0.00174345
-0.494812,0,-0.00172199
-0.494688,0,-0.00170129
-0.494563,0,-0.0016813
-0.494437,0,-0.00166199
-0.494312,0,-0.00164331
-0.494188,0,-0.00162523
-0.494063,0,-0.00160773
-0.493937,0,-0.00159077
-0.493812,0,-0.00157432
-0.493688,0,-0.00155836
-0.493563,0,-0.00154286
-0.493437,0,-0.0015278
-0.493312,0,-0.00151317
-0.493188,0,-0.00149894
-0.493063,0,-0.00148509
-0.492937,0,-0.00147161
-0.492812,0,-0.00145848
-0.492688,0,-0.00144568
-0.492563,0,-0.00143321
-0.492437,0,-0.00142104
-0.492312,0,-0.00140917
-0.492188,0,-0.00139759
-0.492063,0,-0.00138627
-0.491938,0,-0.00137522
-0.491812,0,-0.00136442
-0.491687,0,-0.00135387
-0.491563,0,-0.00134354
-0.491437,0,-0.00133345
-0.491312,0,-0.00132356
-0.491187,0,-0.00131389
-0.491063,0,-0.00130442
-0.490938,0,-0.00129515
-0.490812,0,-0.00128606
-0.490687,0,-0.00127715
-0.490563,0,-0.00126843
-0.490438,0,-0.00125987
