x,y,gamma
-0.393168,-0.150448,-0.0158099
-0.392702,-0.150274,-0.00912614
-0.392249,-0.150155,-0.00706775
-0.391814,-0.150082,-0.00597222
-0.391401,-0.150051,-0.00526601
-0.39101,-0.150055,-0.0047624
-0.390645,-0.150089,-0.00437994
-0.390304,-0.150148,-0.00407674
-0.389988,-0.150226,-0.00382871
-0.389695,-0.150321,-0.00362092
-0.389426,-0.150429,-0.00344353
-0.38918,-0.150548,-0.00328979
-0.388954,-0.150673,-0.00315486
-0.388748,-0.150805,-0.0030352
-0.38856,-0.15094,-0.00292811
-0.38839,-0.151078,-0.00283155
-0.388235,-0.151217,-0.00274389
-0.388096,-0.151356,-0.00266383
-0.38797,-0.151494,-0.00259035
-0.387857,-0.151632,-0.00252258
-0.387756,-0.151767,-0.00245982
-0.387666,-0.151901,-0.00240148
-0.387586,-0.152032,-0.00234707
-0.387515,-0.15216,-0.00229615
-0.387453,-0.152285,-0.00224838
-0.3874,-0.152407,-0.00220344
-0.387353,-0.152527,-0.00216105
-0.387314,-0.152642,-0.002121
-0.387281,-0.152755,-0.00208306
-0.387254,-0.152864,-0.00204706
-0.387233,-0.152971,-0.00201285
-0.387218,-0.153074,-0.00198026
-0.387207,-0.153173,-0.00194919
-0.387201,-0.15327,-0.00191951
-0.387199,-0.153364,-0.00189113
-0.387201,-0.153454,-0.00186395
-0.387207,-0.153542,-0.00183789
-0.387217,-0.153627,-0.00181288
-0.38723,-0.153709,-0.00178884
-0.387247,-0.153788,-0.00176572
-0.387266,-0.153864,-0.00174345
-0.387289,-0.153939,-0.00172199
-0.387314,-0.15401,-0.00170129
-0.387341,-0.154079,-0.0016813
-0.387372,-0.154146,-0.00166199
-0.387404,-0.15421,-0.00164331
-0.387439,-0.154272,-0.00162523
-0.387475,-0.154333,-0.00160773
-0.387514,-0.154391,-0.00159077
-0.387554,-0.154447,-0.00157432
-0.387596,-0.154501,-0.00155836
-0.38764,-0.154553,-0.00154286
-0.387685,-0.154604,-0.0015278
-0.387732,-0.154653,-0.00151317
-0.387779,-0.1547,-0.00149894
-0.387829,-0.154746,-0.00148509
-0.387879,-0.154791,-0.00147161
-0.38793,-0.154834,-0.00145848
-0.387982,-0.154876,-0.00144568
-0.388035,-0.154917,-0.00143321
-0.388089,-0.154957,-0.00142104
-0.388143,-0.154995,-0.00140917
-0.388198,-0.155033,-0.00139759
-0.388254,-0.15507,-0.00138627
-0.38831,-0.155107,-0.00137522
-0.388366,-0.155142,-0.00136442
-0.388423,-0.155178,-0.00135387
-0.38848,-0.155212,-0.00134354
-0.388537,-0.155247,-0.00133345
-0.388594,-0.155281,-0.00132356
-0.388651,-0.155315,-0.00131389
-0.388707,-0.155349,-0.00130442
-0.388764,-0.155383,-0.00129515
-0.38882,-0.155418,-0.00128606
-0.388876,-0.155452,-0.00127715
-0.388931,-0.155487,-0.00126843
-0.388986,-0.155522,-0.00125987
-0.38904,-0.155558,-0.00125147
-0.389093,-0.155595,-0.00124324
-0.389145,-0.155632,-0.00123516
-0.389197,-0.15567,-0.00122722
-0.389247,-0.155709,-0.00121944
-0.389296,-0.155749,-0.00121179
-0.389344,-0.15579,-0.00120428
-0.389391,-0.155833,-0.00119691
-0.389436,-0.155876,-0.00118966
-0.389479,-0.155921,-0.00118253
-0.389521,-0.155968,-0.00117553
-0.38956,-0.156016,-0.00116864
-0.389598,-0.156065,-0.00116187
-0.389634,-0.156117,-0.00115521
-0.389667,-0.15617,-0.00114866
-0.389698,-0.156225,-0.00114222
-0.389726,-0.156281,-0.00113587
-0.389752,-0.15634,-0.00112963
-0.389775,-0.1564,-0.00112348
-0.389794,-0.156463,-0.00111743
-0.389811,-0.156527,-0.00111147
-0.389824,-0.156594,-0.0011056
-0.389834,-0.156663,-0.00109982
-0.389839,-0.156733,-0.00109412
-0.389841,-0.156806,-0.00108851
-0.389839,-0.156881,-0.00108298
-0.389833,-0.156957,-0.00107752
-0.389821,-0.157036,-0.00107215
-0.389805,-0.157117,-0.00106685
-0.389785,-0.157199,-0.00106162
-0.389758,-0.157284,-0.00105647
-0.389727,-0.15737,-0.00105139
-0.38969,-0.157458,-0.00104637
-0.389647,-0.157547,-0.00104142
-0.389597,-0.157637,-0.00103654
-0.389542,-0.157729,-0.00103173
-0.389479,-0.157822,-0.00102697
-0.38941,-0.157916,-0.00102228
-0.389333,-0.158011,-0.00101765
-0.389249,-0.158106,-0.00101307
-0.389157,-0.158201,-0.00100856
-0.389057,-0.158297,-0.0010041
-0.388948,-0.158392,-0.000999693
-0.388831,-0.158486,-0.000995343
-0.388705,-0.158579,-0.000991046
-0.38857,-0.158671,-0.000986801
-0.388425,-0.158761,-0.000982607
-0.38827,-0.158849,-0.000978462
-0.388105,-0.158934,-0.000974366
-0.38793,-0.159015,-0.000970319
-0.387744,-0.159093,-0.000966318
-0.387547,-0.159165,-0.000962363
-0.387339,-0.159233,-0.000958453
-0.387119,-0.159294,-0.000954588
-0.386888,-0.159348,-0.000950766
-0.386645,-0.159394,-0.000946987
-0.38639,-0.159431,-0.00094325
-0.386123,-0.159458,-0.000939553
-0.385844,-0.159474,-0.000935897
-0.385554,-0.159477,-0.000932281
-0.385251,-0.159467,-0.000928703
-0.384938,-0.159442,-0.000925163
-0.384613,-0.159401,-0.000921661
-0.384278,-0.159341,-0.000918196
-0.383933,-0.159262,-0.000914767
-0.383579,-0.159161,-0.000911373
-0.383217,-0.159038,-0.000908015
-0.382848,-0.15889,-0.00090469
-0.382474,-0.158716,-0.000901399
-0.382097,-0.158514,-0.000898142
-0.381717,-0.158282,-0.000894917
-0.381338,-0.158019,-0.000891724
-0.380962,-0.157723,-0.000888562
-0.380592,-0.157394,-0.000885432
-0.380231,-0.157029,-0.000882332
-0.379881,-0.156629,-0.000879261
-0.379548,-0.156193,-0.000876221
-0.379233,-0.155721,-0.000873209
-0.378942,-0.155212,-0.000870226
-0.378679,-0.154669,-0.000867271
-0.378447,-0.154091,-0.000864343
-0.378251,-0.153481,-0.000861443
-0.378094,-0.152842,-0.00085857
-0.377982,-0.152175,-0.000855723
-0.377916,-0.151485,-0.000852901
-0.377902,-0.150776,-0.000850106
-0.377941,-0.150051,-0.000847335
-0.378036,-0.149317,-0.00084459
-0.378189,-0.148577,-0.000841868
-0.378402,-0.147838,-0.000839171
-0.378675,-0.147105,-0.000836497
-0.379007,-0.146384,-0.000833847
-0.379399,-0.145681,-0.00083122
-0.379849,-0.145001,-0.000828615
-0.380356,-0.144349,-0.000826033
-0.380916,-0.143731,-0.000823473
-0.381527,-0.143151,-0.000820934
-0.382185,-0.142615,-0.000818417
-0.382887,-0.142125,-0.00081592
-0.383629,-0.141684,-0.000813445
-0.384406,-0.141297,-0.00081099
-0.385214,-0.140966,-0.000808555
-0.38605,-0.140692,-0.00080614
-0.386907,-0.140476,-0.000803745
-0.387783,-0.140322,-0.000801369
-0.388672,-0.140228,-0.000799013
-0.389571,-0.140196,-0.000796675
-0.390475,-0.140226,-0.000794355
-0.39138,-0.140319,-0.000792055
-0.392283,-0.140473,-0.000789772
-0.393179,-0.14069,-0.000787507
-0.394064,-0.140968,-0.000785259
-0.394936,-0.141306,-0.000783029
-0.39579,-0.141706,-0.000780816
-0.396621,-0.142164,-0.00077862
-0.397428,-0.142682,-0.000776441
-0.398205,-0.143258,-0.000774278
-0.398948,-0.14389,-0.000772132
-0.399654,-0.144577,-0.000770002
-0.400319,-0.145318,-0.000767887
-0.400937,-0.146111,-0.000765788
-0.401506,-0.146953,-0.000763705
-0.40202,-0.147841,-0.000761637
-0.402475,-0.148773,-0.000759584
-0.402868,-0.149745,-0.000757546
-0.403194,-0.150753,-0.000755523
-0.403449,-0.151792,-0.000753514
-0.40363,-0.152857,-0.00075152
-0.403734,-0.153944,-0.000749539
-0.403757,-0.155045,-0.000747573
-0.403699,-0.156155,-0.000745621
-0.403557,-0.157267,-0.000743682
-0.40333,-0.158374,-0.000741757
-0.403018,-0.15947,-0.000739846
-0.402621,-0.160547,-0.000737947
-0.40214,-0.161597,-0.000736062
-0.401578,-0.162615,-0.000734189
-0.400937,-0.163593,-0.000732329
-0.400219,-0.164525,-0.000730482
-0.399428,-0.165404,-0.000728647
-0.398569,-0.166225,-0.000726825
-0.397646,-0.166983,-0.000725015
-0.396664,-0.167672,-0.000723216
-0.395628,-0.168289,-0.00072143
-0.394544,-0.168829,-0.000719655
-0.393417,-0.169289,-0.000717893
-0.392254,-0.169666,-0.000716141
-0.39106,-0.169958,-0.000714401
-0.389842,-0.170163,-0.000712672
-0.388605,-0.170278,-0.000710955
-0.387355,-0.170302,-0.000709248
-0.3861,-0.170235,-0.000707552
-0.384844,-0.170076,-0.000705867
-0.383595,-0.169823,-0.000704193
-0.382358,-0.169478,-0.000702529
-0.381141,-0.169041,-0.000700876
-0.379948,-0.168512,-0.000699233
-0.378788,-0.167891,-0.0006976
-0.377667,-0.167181,-0.000695977
-0.376591,-0.166383,-0.000694365
-0.375568,-0.1655,-0.000692762
-0.374604,-0.164534,-0.000691169
-0.373707,-0.163489,-0.000689585
-0.372882,-0.162369,-0.000688011
-0.372137,-0.161178,-0.000686447
-0.371478,-0.159922,-0.000684892
-0.370911,-0.158607,-0.000683347
-0.370442,-0.15724,-0.00068181
-0.370078,-0.155828,-0.000680283
-0.369821,-0.154379,-0.000678764
-0.369677,-0.152903,-0.000677255
-0.369648,-0.151408,-0.000675754
-0.369738,-0.149904,-0.000674263
-0.369948,-0.148401,-0.000672779
-0.370278,-0.146911,-0.000671305
-0.370728,-0.145442,-0.000669839
-0.371297,-0.144006,-0.000668381
-0.371982,-0.142614,-0.000666931
-0.372779,-0.141274,-0.00066549
-0.373685,-0.139998,-0.000664057
-0.374694,-0.138794,-0.000662632
-0.375799,-0.13767,-0.000661215
-0.376995,-0.136636,-0.000659806
-0.378272,-0.135698,-0.000658405
-0.379624,-0.134862,-0.000657012
-0.381041,-0.134135,-0.000655626
-0.382515,-0.133521,-0.000654248
-0.384036,-0.133024,-0.000652878
-0.385594,-0.132648,-0.000651515
-0.387181,-0.132395,-0.000650159
-0.388786,-0.132265,-0.000648811
-0.390401,-0.132261,-0.00064747
-0.392014,-0.132382,-0.000646136
-0.393618,-0.132627,-0.000644809
-0.395203,-0.132996,-0.00064349
-0.396759,-0.133486,-0.000642177
-0.398279,-0.134094,-0.000640872
-0.399752,-0.134818,-0.000639573
-0.401171,-0.135655,-0.000638281
-0.402528,-0.136599,-0.000636996
-0.403815,-0.137646,-0.000635718
-0.405023,-0.13879,-0.000634446
-0.406147,-0.140026,-0.000633181
-0.407178,-0.141348,-0.000631922
-0.408111,-0.142748,-0.00063067
-0.408939,-0.144219,-0.000629424
-0.409658,-0.145753,-0.000628185
-0.410262,-0.147341,-0.000626952
-0.410747,-0.148975,-0.000625725
-0.411109,-0.150645,-0.000624504
-0.411346,-0.152341,-0.00062329
-0.411456,-0.154055,-0.000622081
-0.411438,-0.155775,-0.000620879
-0.411291,-0.157492,-0.000619682
-0.411016,-0.159195,-0.000618492
-0.410615,-0.160875,-0.000617307
-0.41009,-0.162521,-0.000616129
-0.409444,-0.164124,-0.000614956
-0.40868,-0.165675,-0.000613788
-0.407805,-0.167166,-0.000612627
-0.406822,-0.168586,-0.000611471
-0.405739,-0.16993,-0.00061032
-0.404561,-0.17119,-0.000609176
-0.403295,-0.172359,-0.000608036
-0.401949,-0.173432,-0.000606902
-0.400531,-0.174403,-0.000605774
-0.399049,-0.175268,-0.000604651
-0.39751,-0.176024,-0.000603533
-0.395922,-0.176667,-0.000602421
-0.394295,-0.177195,-0.000601313
-0.392636,-0.177606,-0.000600211
-0.390954,-0.177899,-0.000599114
-0.389257,-0.178073,-0.000598023
-0.387553,-0.178128,-0.000596936
-0.38585,-0.178065,-0.000595854
-0.384155,-0.177884,-0.000594777
-0.382478,-0.177587,-0.000593706
-0.380823,-0.177176,-0.000592639
-0.379201,-0.176653,-0.000591577
-0.377616,-0.17602,-0.00059052
-0.376077,-0.175281,-0.000589467
-0.37459,-0.174439,-0.00058842
-0.373161,-0.173498,-0.000587377
-0.371796,-0.172463,-0.000586338
-0.370502,-0.171337,-0.000585305
-0.369284,-0.170127,-0.000584276
-0.368147,-0.168836,-0.000583251
-0.367096,-0.167471,-0.000582232
-0.366136,-0.166038,-0.000581216
-0.365271,-0.164542,-0.000580205
-0.364505,-0.162991,-0.000579199
-0.363841,-0.161391,-0.000578197
-0.363282,-0.15975,-0.000577199
-0.36283,-0.158073,-0.000576206
-0.362488,-0.15637,-0.000575217
-0.362257,-0.154646,-0.000574232
-0.362138,-0.152911,-0.000573252
-0.362131,-0.15117,-0.000572275
-0.362236,-0.149433,-0.000571303
-0.362453,-0.147706,-0.000570335
-0.362779,-0.145997,-0.000569371
-0.363215,-0.144313,-0.000568411
-0.363756,-0.142661,-0.000567456
-0.364402,-0.141049,-0.000566504
-0.365147,-0.139483,-0.000565556
-0.36599,-0.137969,-0.000564613
-0.366926,-0.136514,-0.000563673
-0.36795,-0.135123,-0.000562737
-0.369058,-0.133802,-0.000561805
-0.370244,-0.132555,-0.000560877
-0.371505,-0.131387,-0.000559952
-0.372833,-0.130302,-0.000559032
-0.374224,-0.129304,-0.000558115
-0.375672,-0.128396,-0.000557202
-0.37717,-0.127581,-0.000556293
-0.378713,-0.126862,-0.000555387
-0.380294,-0.126239,-0.000554485
-0.381908,-0.125716,-0.000553587
-0.383547,-0.125292,-0.000552693
-0.385208,-0.12497,-0.000551802
-0.386882,-0.124748,-0.000550914
-0.388564,-0.124628,-0.00055003
-0.390248,-0.124608,-0.00054915
-0.391929,-0.124689,-0.000548273
-0.393601,-0.124869,-0.000547399
-0.395257,-0.125147,-0.000546529
-0.396893,-0.125522,-0.000545663
-0.398504,-0.125991,-0.000544799
-0.400083,-0.126553,-0.00054394
-0.401627,-0.127205,-0.000543083
-0.40313,-0.127945,-0.00054223
-0.404587,-0.128769,-0.00054138
-0.405995,-0.129676,-0.000540534
-0.407349,-0.13066,-0.00053969
-0.408644,-0.13172,-0.00053885
-0.409878,-0.132851,-0.000538014
-0.411046,-0.13405,-0.00053718
-0.412145,-0.135312,-0.000536349
-0.413172,-0.136634,-0.000535522
-0.414123,-0.13801,-0.000534698
-0.414997,-0.139437,-0.000533877
-0.41579,-0.140911,-0.000533059
-0.416501,-0.142425,-0.000532244
-0.417127,-0.143976,-0.000531432
-0.417668,-0.145558,-0.000530624
-0.418121,-0.147167,-0.000529818
-0.418485,-0.148798,-0.000529015
-0.418761,-0.150445,-0.000528215
-0.418946,-0.152103,-0.000527418
-0.419042,-0.153768,-0.000526625
-0.419048,-0.155434,-0.000525834
-0.418964,-0.157096,-0.000525046
-0.418792,-0.158749,-0.00052426
-0.418532,-0.160389,-0.000523478
-0.418186,-0.162009,-0.000522699
-0.417755,-0.163607,-0.000521922
-0.417241,-0.165177,-0.000521148
-0.416645,-0.166715,-0.000520377
-0.415971,-0.168216,-0.000519609
-0.415221,-0.169677,-0.000518843
-0.414397,-0.171093,-0.00051808
-0.413502,-0.172461,-0.00051732
-0.41254,-0.173778,-0.000516563
-0.411512,-0.17504,-0.000515808
-0.410424,-0.176244,-0.000515056
-0.409278,-0.177388,-0.000514307
-0.408077,-0.178468,-0.00051356
-0.406826,-0.179483,-0.000512816
-0.405527,-0.180431,-0.000512075
-0.404185,-0.181309,-0.000511336
-0.402804,-0.182116,-0.0005106
-0.401386,-0.18285,-0.000509866
-0.399936,-0.18351,-0.000509135
-0.398458,-0.184096,-0.000508406
-0.396956,-0.184605,-0.00050768
-0.395432,-0.185038,-0.000506956
-0.393892,-0.185394,-0.000506235
-0.392338,-0.185673,-0.000505517
-0.390774,-0.185874,-0.0005048
-0.389205,-0.185997,-0.000504087
-0.387633,-0.186044,-0.000503375
-0.386062,-0.186013,-0.000502666
-0.384497,-0.185905,-0.00050196
-0.382939,-0.185722,-0.000501255
-0.381393,-0.185464,-0.000500554
-0.379863,-0.185131,-0.000499854
-0.37835,-0.184725,-0.000499157
-0.376859,-0.184246,-0.000498462
-0.375394,-0.183697,-0.00049777
-0.373956,-0.183079,-0.00049708
-0.372549,-0.182393,-0.000496392
-0.371176,-0.181641,-0.000495706
-0.36984,-0.180824,-0.000495023
-0.368543,-0.179945,-0.000494342
-0.367289,-0.179005,-0.000493663
-0.36608,-0.178007,-0.000492986
-0.364917,-0.176953,-0.000492312
-0.363805,-0.175845,-0.000491639
-0.362745,-0.174686,-0.000490969
-0.361739,-0.173478,-0.000490302
-0.360789,-0.172223,-0.000489636
-0.359897,-0.170925,-0.000488972
-0.359066,-0.169586,-0.000488311
-0.358296,-0.168209,-0.000487651
-0.35759,-0.166797,-0.000486994
-0.356948,-0.165353,-0.000486339
-0.356373,-0.16388,-0.000485686
-0.355865,-0.16238,-0.000485035
-0.355426,-0.160858,-0.000484386
-0.355056,-0.159316,-0.000483739
-0.354755,-0.157758,-0.000483095
-0.354526,-0.156187,-0.000482452
-0.354368,-0.154606,-0.000481811
-0.354282,-0.153019,-0.000481172
-0.354267,-0.151428,-0.000480536
-0.354324,-0.149838,-0.000479901
-0.354453,-0.148252,-0.000479268
-0.354653,-0.146673,-0.000478637
-0.354924,-0.145104,-0.000478008
-0.355265,-0.143549,-0.000477382
-0.355676,-0.142011,-0.000476757
-0.356156,-0.140494,-0.000476133
-0.356702,-0.138999,-0.000475512
-0.357316,-0.137531,-0.000474893
-0.357994,-0.136093,-0.000474276
-0.358735,-0.134687,-0.00047366
-0.359539,-0.133317,-0.000473047
-0.360402,-0.131984,-0.000472435
-0.361324,-0.130692,-0.000471825
-0.362303,-0.129444,-0.000471217
-0.363335,-0.128241,-0.000470611
-0.36442,-0.127086,-0.000470006
-0.365555,-0.125981,-0.000469404
-0.366737,-0.124929,-0.000468803
-0.367965,-0.12393,-0.000468204
-0.369236,-0.122988,-0.000467607
-0.370547,-0.122104,-0.000467011
-0.371896,-0.121279,-0.000466418
-0.373281,-0.120515,-0.000465826
-0.374698,-0.119814,-0.000465236
-0.376145,-0.119176,-0.000464647
-0.377619,-0.118603,-0.00046406
-0.379118,-0.118095,-0.000463475
-0.380639,-0.117655,-0.000462892
-0.382179,-0.117282,-0.000462311
-0.383734,-0.116978,-0.000461731
-0.385304,-0.116742,-0.000461152
-0.386883,-0.116576,-0.000460576
-0.388471,-0.116479,-0.000460001
-0.390062,-0.116453,-0.000459428
-0.391656,-0.116497,-0.000458856
-0.393248,-0.116612,-0.000458286
-0.394837,-0.116796,-0.000457718
-0.396418,-0.117051,-0.000457152
-0.397989,-0.117375,-0.000456587
-0.399547,-0.117768,-0.000456023
-0.401089,-0.118231,-0.000455461
-0.402613,-0.118761,-0.000454901
-0.404115,-0.119359,-0.000454342
-0.405592,-0.120023,-0.000453785
-0.407042,-0.120753,-0.00045323
-0.408462,-0.121547,-0.000452676
-0.409849,-0.122404,-0.000452124
-0.411201,-0.123322,-0.000451573
-0.412514,-0.124301,-0.000451024
-0.413786,-0.125339,-0.000450476
-0.415015,-0.126433,-0.00044993
-0.416199,-0.127583,-0.000449385
-0.417333,-0.128786,-0.000448842
-0.418417,-0.13004,-0.0004483
-0.419449,-0.131343,-0.00044776
-0.420425,-0.132693,-0.000447221
-0.421344,-0.134087,-0.000446684
-0.422204,-0.135524,-0.000446148
-0.423003,-0.137001,-0.000445614
-0.423738,-0.138514,-0.000445081
-0.42441,-0.140063,-0.000444549
-0.425015,-0.141642,-0.000444019
-0.425552,-0.143251,-0.000443491
-0.42602,-0.144885,-0.000442964
-0.426418,-0.146543,-0.000442438
-0.426745,-0.14822,-0.000441914
-0.426999,-0.149914,-0.000441391
-0.427179,-0.151622,-0.00044087
-0.427286,-0.15334,-0.00044035
-0.427318,-0.155065,-0.000439831
-0.427274,-0.156793,-0.000439314
-0.427156,-0.158522,-0.000438798
-0.426962,-0.160247,-0.000438283
-0.426692,-0.161966,-0.00043777
-0.426348,-0.163674,-0.000437258
-0.425929,-0.165369,-0.000436748
-0.425435,-0.167047,-0.000436239
-0.424868,-0.168704,-0.000435731
-0.424228,-0.170337,-0.000435225
-0.423517,-0.171942,-0.000434719
-0.422736,-0.173517,-0.000434216
-0.421886,-0.175057,-0.000433713
-0.420969,-0.176561,-0.000433212
-0.419986,-0.178023,-0.000432712
-0.41894,-0.179442,-0.000432214
-0.417833,-0.180814,-0.000431716
-0.416666,-0.182137,-0.00043122
-0.415443,-0.183408,-0.000430726
-0.414166,-0.184624,-0.000430232
-0.412837,-0.185782,-0.00042974
-0.411459,-0.186882,-0.000429249
-0.410035,-0.18792,-0.000428759
-0.408568,-0.188894,-0.000428271
-0.40706,-0.189803,-0.000427784
-0.405516,-0.190645,-0.000427298
-0.403937,-0.191418,-0.000426813
-0.402327,-0.192121,-0.00042633
-0.40069,-0.192754,-0.000425847
-0.399028,-0.193314,-0.000425366
-0.397344,-0.193802,-0.000424886
-0.395642,-0.194216,-0.000424408
-0.393924,-0.194556,-0.00042393
-0.392195,-0.194821,-0.000423454
-0.390457,-0.195012,-0.000422979
-0.388713,-0.195128,-0.000422505
-0.386967,-0.195169,-0.000422033
-0.385221,-0.195135,-0.000421561
-0.383478,-0.195027,-0.000421091
-0.381742,-0.194845,-0.000420622
-0.380015,-0.194589,-0.000420153
-0.3783,-0.194261,-0.000419687
-0.376601,-0.19386,-0.000419221
-0.37492,-0.193387,-0.000418756
-0.373259,-0.192844,-0.000418293
-0.371622,-0.192232,-0.000417831
-0.370012,-0.191551,-0.000417369
-0.36843,-0.190804,-0.000416909
-0.366881,-0.18999,-0.00041645
-0.365365,-0.189113,-0.000415992
-0.363886,-0.188172,-0.000415536
-0.362447,-0.187171,-0.00041508
-0.361049,-0.186111,-0.000414626
-0.359694,-0.184993,-0.000414172
-0.358386,-0.18382,-0.00041372
-0.357127,-0.182594,-0.000413269
-0.355918,-0.181317,-0.000412818
-0.354761,-0.179991,-0.000412369
-0.353659,-0.178619,-0.000411921
-0.352612,-0.177203,-0.000411474
-0.351624,-0.175745,-0.000411028
-0.350695,-0.174249,-0.000410584
-0.349827,-0.172717,-0.00041014
-0.34902,-0.171151,-0.000409697
-0.348277,-0.169555,-0.000409255
-0.347599,-0.167932,-0.000408815
-0.346985,-0.166283,-0.000408375
-0.346437,-0.164613,-0.000407936
-0.345956,-0.162924,-0.000407499
-0.345543,-0.161219,-0.000407062
-0.345196,-0.159501,-0.000406627
-0.344917,-0.157773,-0.000406192
-0.344706,-0.156038,-0.000405759
-0.344562,-0.154298,-0.000405326
-0.344486,-0.152557,-0.000404895
-0.344476,-0.150817,-0.000404464
-0.344534,-0.149081,-0.000404035
-0.344657,-0.147351,-0.000403606
-0.344846,-0.145631,-0.000403178
-0.3451,-0.143923,-0.000402752
-0.345417,-0.142229,-0.000402326
-0.345798,-0.140551,-0.000401902
-0.346241,-0.138893,-0.000401478
-0.346744,-0.137256,-0.000401055
-0.347307,-0.135642,-0.000400634
-0.347929,-0.134054,-0.000400213
-0.348608,-0.132494,-0.000399793
-0.349343,-0.130963,-0.000399374
-0.350133,-0.129463,-0.000398956
-0.350975,-0.127997,-0.000398539
-0.35187,-0.126565,-0.000398123
-0.352815,-0.12517,-0.000397708
-0.353809,-0.123814,-0.000397294
-0.35485,-0.122497,-0.000396881
-0.355936,-0.121222,-0.000396468
-0.357067,-0.119989,-0.000396057
-0.35824,-0.1188,-0.000395646
-0.359454,-0.117657,-0.000395237
-0.360707,-0.11656,-0.000394828
-0.361997,-0.11551,-0.00039442
-0.363323,-0.11451,-0.000394013
-0.364683,-0.11356,-0.000393607
-0.366075,-0.11266,-0.000393202
-0.367497,-0.111812,-0.000392798
-0.368948,-0.111017,-0.000392395
-0.370425,-0.110276,-0.000391992
-0.371928,-0.109589,-0.000391591
-0.373453,-0.108957,-0.00039119
-0.374999,-0.108381,-0.00039079
-0.376565,-0.107861,-0.000390391
-0.378147,-0.107398,-0.000389993
-0.379745,-0.106992,-0.000389596
-0.381356,-0.106644,-0.0003892
-0.382979,-0.106354,-0.000388804
-0.384611,-0.106122,-0.00038841
-0.38625,-0.105949,-0.000388016
-0.387895,-0.105835,-0.000387623
-0.389544,-0.10578,-0.000387231
-0.391193,-0.105783,-0.00038684
-0.392843,-0.105846,-0.000386449
-0.39449,-0.105967,-0.00038606
-0.396132,-0.106147,-0.000385671
-0.397768,-0.106385,-0.000385283
-0.399395,-0.106681,-0.000384896
-0.401013,-0.107035,-0.000384509
-0.402618,-0.107446,-0.000384124
-0.404209,-0.107914,-0.000383739
-0.405784,-0.108438,-0.000383355
-0.407341,-0.109017,-0.000382972
-0.408878,-0.109652,-0.00038259
-0.410394,-0.110341,-0.000382209
-0.411886,-0.111083,-0.000381828
-0.413353,-0.111878,-0.000381448
-0.414793,-0.112724,-0.000381069
-0.416205,-0.113622,-0.000380691
-0.417586,-0.114569,-0.000380313
-0.418936,-0.115564,-0.000379937
-0.420252,-0.116607,-0.000379561
-0.421533,-0.117696,-0.000379186
-0.422777,-0.118831,-0.000378811
-0.423983,-0.120009,-0.000378438
-0.425149,-0.12123,-0.000378065
-0.426274,-0.122491,-0.000377693
-0.427357,-0.123793,-0.000377321
-0.428396,-0.125132,-0.000376951
-0.42939,-0.126508,-0.000376581
-0.430337,-0.127919,-0.000376212
-0.431237,-0.129364,-0.000375844
-0.432088,-0.13084,-0.000375476
-0.43289,-0.132347,-0.000375109
-0.43364,-0.133881,-0.000374743
