x,y,gamma
-0.383516,-0.321141,-0.0158099
-0.382591,-0.32197,-0.00912614
-0.381929,-0.322891,-0.00706775
-0.381509,-0.323824,-0.00597222
-0.381291,-0.324713,-0.00526601
-0.381232,-0.325527,-0.0047624
-0.381291,-0.326249,-0.00437994
-0.381432,-0.326877,-0.00407674
-0.381628,-0.327415,-0.00382871
-0.381859,-0.327871,-0.00362092
-0.38211,-0.328254,-0.00344353
-0.382369,-0.328574,-0.00328979
-0.382629,-0.328839,-0.00315486
-0.382885,-0.329057,-0.0030352
-0.383135,-0.329236,-0.00292811
-0.383375,-0.329381,-0.00283155
-0.383605,-0.329497,-0.00274389
-0.383824,-0.329588,-0.00266383
-0.384032,-0.329659,-0.00259035
-0.384229,-0.329711,-0.00252258
-0.384415,-0.329748,-0.00245982
-0.38459,-0.329772,-0.00240148
-0.384756,-0.329785,-0.00234707
-0.384912,-0.329787,-0.00229615
-0.385059,-0.329781,-0.00224838
-0.385198,-0.329767,-0.00220344
-0.385329,-0.329746,-0.00216105
-0.385452,-0.32972,-0.002121
-0.385568,-0.329687,-0.00208306
-0.385677,-0.32965,-0.00204706
-0.38578,-0.329608,-0.00201285
-0.385876,-0.329563,-0.00198026
-0.385967,-0.329513,-0.00194919
-0.386052,-0.329461,-0.00191951
-0.386131,-0.329405,-0.00189113
-0.386206,-0.329346,-0.00186395
-0.386276,-0.329284,-0.00183789
-0.386341,-0.329221,-0.00181288
-0.386401,-0.329154,-0.00178884
-0.386457,-0.329086,-0.00176572
-0.386509,-0.329015,-0.00174345
-0.386557,-0.328943,-0.00172199
-0.386601,-0.328869,-0.00170129
-0.386641,-0.328794,-0.0016813
-0.386677,-0.328717,-0.00166199
-0.38671,-0.328639,-0.00164331
-0.386739,-0.328559,-0.00162523
-0.386765,-0.328479,-0.00160773
-0.386788,-0.328398,-0.00159077
-0.386808,-0.328315,-0.00157432
-0.386824,-0.328233,-0.00155836
-0.386838,-0.328149,-0.00154286
-0.38685,-0.328065,-0.0015278
-0.386858,-0.327981,-0.00151317
-0.386864,-0.327897,-0.00149894
-0.386868,-0.327812,-0.00148509
-0.38687,-0.327727,-0.00147161
-0.38687,-0.327643,-0.00145848
-0.386868,-0.327558,-0.00144568
-0.386864,-0.327474,-0.00143321
-0.386859,-0.327389,-0.00142104
-0.386853,-0.327306,-0.00140917
-0.386845,-0.327222,-0.00139759
-0.386836,-0.327139,-0.00138627
-0.386827,-0.327057,-0.00137522
-0.386817,-0.326975,-0.00136442
-0.386807,-0.326893,-0.00135387
-0.386796,-0.326813,-0.00134354
-0.386786,-0.326733,-0.00133345
-0.386776,-0.326654,-0.00132356
-0.386767,-0.326575,-0.00131389
-0.386758,-0.326498,-0.00130442
-0.38675,-0.326421,-0.00129515
-0.386743,-0.326345,-0.00128606
-0.386737,-0.326271,-0.00127715
-0.386734,-0.326197,-0.00126843
-0.386732,-0.326125,-0.00125987
-0.386732,-0.326053,-0.00125147
-0.386734,-0.325983,-0.00124324
-0.386739,-0.325915,-0.00123516
-0.386746,-0.325848,-0.00122722
-0.386756,-0.325782,-0.00121944
-0.38677,-0.325718,-0.00121179
-0.386787,-0.325656,-0.00120428
-0.386807,-0.325597,-0.00119691
-0.386831,-0.325539,-0.00118966
-0.386859,-0.325484,-0.00118253
-0.386891,-0.325431,-0.00117553
-0.386927,-0.325382,-0.00116864
-0.386967,-0.325335,-0.00116187
-0.387012,-0.325292,-0.00115521
-0.387062,-0.325253,-0.00114866
-0.387117,-0.325218,-0.00114222
-0.387176,-0.325187,-0.00113587
-0.38724,-0.325161,-0.00112963
-0.387309,-0.32514,-0.00112348
-0.387383,-0.325125,-0.00111743
-0.387462,-0.325116,-0.00111147
-0.387546,-0.325113,-0.0011056
-0.387635,-0.325118,-0.00109982
-0.387729,-0.32513,-0.00109412
-0.387828,-0.325151,-0.00108851
-0.387931,-0.32518,-0.00108298
-0.388039,-0.32522,-0.00107752
-0.38815,-0.325269,-0.00107215
-0.388266,-0.325329,-0.00106685
-0.388385,-0.325401,-0.00106162
-0.388507,-0.325486,-0.00105647
-0.388632,-0.325585,-0.00105139
-0.388759,-0.325698,-0.00104637
-0.388888,-0.325826,-0.00104142
-0.389017,-0.325971,-0.00103654
-0.389146,-0.326134,-0.00103173
-0.389273,-0.326315,-0.00102697
-0.389398,-0.326517,-0.00102228
-0.389518,-0.326741,-0.00101765
-0.389633,-0.326987,-0.00101307
-0.38974,-0.327257,-0.00100856
-0.389836,-0.327553,-0.0010041
-0.389919,-0.327876,-0.000999693
-0.389985,-0.328228,-0.000995343
-0.39003,-0.328608,-0.000991046
-0.39005,-0.329019,-0.000986801
-0.390039,-0.329459,-0.000982607
-0.389992,-0.32993,-0.000978462
-0.389901,-0.33043,-0.000974366
-0.38976,-0.330957,-0.000970319
-0.389558,-0.331506,-0.000966318
-0.389289,-0.332074,-0.000962363
-0.388942,-0.332651,-0.000958453
-0.388509,-0.333228,-0.000954588
-0.387982,-0.333792,-0.000950766
-0.387355,-0.334327,-0.000946987
-0.386623,-0.334813,-0.00094325
-0.385786,-0.335229,-0.000939553
-0.38485,-0.335551,-0.000935897
-0.383824,-0.335754,-0.000932281
-0.382726,-0.335816,-0.000928703
-0.38158,-0.335715,-0.000925163
-0.380413,-0.335438,-0.000921661
-0.37926,-0.334974,-0.000918196
-0.378156,-0.334325,-0.000914767
-0.377136,-0.333498,-0.000911373
-0.376233,-0.33251,-0.000908015
-0.375473,-0.331383,-0.00090469
-0.374879,-0.330146,-0.000901399
-0.374462,-0.328829,-0.000898142
-0.374231,-0.327463,-0.000894917
-0.374186,-0.326077,-0.000891724
-0.374322,-0.324697,-0.000888562
-0.374633,-0.323347,-0.000885432
-0.375109,-0.322046,-0.000882332
-0.37574,-0.320813,-0.000879261
-0.376514,-0.319661,-0.000876221
-0.377421,-0.318604,-0.000873209
-0.378451,-0.317655,-0.000870226
-0.379593,-0.316826,-0.000867271
